"direccion","barrio","metraje","moneda","precio","operacion","tipoPropiedad","fecha"
"Jose Bonifacio 1900","Caballito",97,"dolares",175000,"venta","departamento",2015-08-20
"Camila O Gorman 300","Puerto Madero",120,"dolares",550000,"venta","departamento",2015-08-20
"Charcas 4300","Palermo",38,"dolares",110000,"venta","departamento",2015-08-20
"Juana Manso 400","Puerto Madero",175,"dolares",697000,"venta","departamento",2015-08-20
"Avenida Raúl Scalabrini Ortiz 1500","Palermo",75,"dolares",135000,"venta","departamento",2015-08-20
"Av Luis M. Campos 1100","Belgrano",75,"dolares",198000,"venta","departamento",2015-08-20
"Eduardo Holmberg 3200","Coghlan",92,"dolares",225000,"venta","departamento",2015-08-20
"Alfredo Bufano 1300","Villa General Mitre",96,"dolares",210000,"venta","departamento",2015-08-20
"Av Alvarez Jonte 1700","Paternal",90,"dolares",158000,"venta","departamento",2015-08-20
"Morelos 800","Caballito",50,"dolares",118000,"venta","departamento",2015-08-20
"Manuel Ugarte 2200","Belgrano",190,"dolares",224000,"venta","departamento",2015-08-20
"Colombres 1000","Boedo",42,"dolares",81000,"venta","departamento",2015-08-20
"Mexico 1300","Monserrat",55,"dolares",87000,"venta","departamento",2015-08-20
"Rincon 700","Balvanera",58,"dolares",82000,"venta","departamento",2015-08-20
"Isabel La Católica 600","Barracas",70,"dolares",145000,"venta","departamento",2015-08-20
"Juana Azurduy 1500","Nuñez",50,"dolares",110000,"venta","departamento",2015-08-20
"Peru 1600","Barracas",66,"dolares",97000,"venta","departamento",2015-08-20
"Peru 1600","Barracas",66,"dolares",100000,"venta","departamento",2015-08-20
"Peru 1600","Barracas",65,"dolares",96000,"venta","departamento",2015-08-20
"Peru 1600","Barracas",40,"dolares",80000,"venta","departamento",2015-08-20
"Peru 1600","Barracas",42,"dolares",84000,"venta","departamento",2015-08-20
"Peru 1600","Barracas",40,"dolares",78000,"venta","departamento",2015-08-20
"Peru 1600","Barracas",42,"dolares",82000,"venta","departamento",2015-08-20
"Peru 1600","Barracas",63,"dolares",105000,"venta","departamento",2015-08-20
"Peru 1600","Barracas",43,"dolares",86000,"venta","departamento",2015-08-20
"Peru 1600","Barracas",49,"dolares",91000,"venta","departamento",2015-08-20
"Peru 1600","Barracas",70,"dolares",100000,"venta","departamento",2015-08-20
"Peru 1600","Barracas",68,"dolares",101000,"venta","departamento",2015-08-20
"Peru 1600","Barracas",39,"dolares",95000,"venta","departamento",2015-08-20
"Peru 1600","Barracas",65,"dolares",78000,"venta","departamento",2015-08-20
"Benjamín Matienzo 1500","Las Cañitas",175,"dolares",319000,"venta","departamento",2015-08-20
"Fray Justo Santamaría De Oro 2800","Palermo",55,"dolares",220000,"venta","departamento",2015-08-20
"Melincue 2500","Villa del Parque",42,"pesos",1034449,"venta","departamento",2015-08-20
"Crisologo Larralde 4500","Saavedra",NA,"dolares",107000,"venta","departamento",2015-08-20
"Crisologo Larralde 4500","Saavedra",NA,"dolares",84000,"venta","departamento",2015-08-20
"Viel 500","Caballito",68,"dolares",187000,"venta","departamento",2015-08-20
"Viel 500","Caballito",68,"dolares",185000,"venta","departamento",2015-08-20
"Viel 500","Caballito",48,"dolares",125000,"venta","departamento",2015-08-20
"Viel 600","Caballito",43,"dolares",99000,"venta","departamento",2015-08-20
"José Bonifacio 800","Caballito",NA,"dolares",175000,"venta","departamento",2015-08-20
"San José De Calasanz 800","Caballito",66,"dolares",159000,"venta","departamento",2015-08-20
"San Martín 1100","Retiro",178,"dolares",430000,"venta","departamento",2015-08-20
"Avenida Corrientes 2800","Once",112,"dolares",195000,"venta","departamento",2015-08-20
"Amenabar 2400","Belgrano",46,"dolares",150000,"venta","departamento",2015-08-20
"Nuñez 2400","Nuñez",55,"dolares",190000,"venta","departamento",2015-08-20
"Frias 400","Villa Crespo",49,"dolares",135000,"venta","departamento",2015-08-20
"Azucena Villaflor 600","Puerto Madero",180,"dolares",1150000,"venta","departamento",2015-08-20
"Díaz Vélez 5200","Caballito",NA,"dolares",145000,"venta","departamento",2015-08-20
"Juncal 4600","Palermo",NA,"dolares",235000,"venta","departamento",2015-08-20
"Av. Melian 3200","Coghlan",62,"dolares",149000,"venta","departamento",2015-08-20
"Zapiola 2300","Belgrano",152,"dolares",395000,"venta","departamento",2015-08-20
"Bulnes 600","Almagro",53,"dolares",92000,"venta","departamento",2015-08-20
"Frias 400","Villa Crespo",49,"dolares",120000,"venta","departamento",2015-08-20
"Juana Manso 700","Puerto Madero",175,"dolares",750000,"venta","departamento",2015-08-20
"Avenida Crámer 2500","Belgrano",68,"dolares",140000,"venta","departamento",2015-08-20
"Martha Lynch 400","Puerto Madero",180,"dolares",1080000,"venta","departamento",2015-08-20
"Manuel Ugarte 2600","Belgrano",74,"dolares",140000,"venta","departamento",2015-08-20
"Av Federico Lacroze 3500","Colegiales",36,"dolares",75000,"venta","departamento",2015-08-20
"Holmberg Al 2400","Coghlan",50,"dolares",128000,"venta","departamento",2015-08-20
"Carlos Antonio Lopez 2400","Villa Pueyrredón",39,"dolares",86800,"venta","departamento",2015-08-20
"Andonaegui 2200","Villa Urquiza",55,"dolares",125000,"venta","departamento",2015-08-20
"Corrientes, Avda. 2300","Balvanera",76,"dolares",99000,"venta","departamento",2015-08-20
"Humberto I 400","San Telmo",90,"dolares",168000,"venta","departamento",2015-08-20
"Azucena Villaflor 300","Puerto Madero",75,"dolares",300000,"venta","departamento",2015-08-20
"Teodoro García 1700","Belgrano",NA,"dolares",145000,"venta","departamento",2015-08-20
"Muñiz 800","Caballito",226,"dolares",350000,"venta","departamento",2015-08-20
"Av. Gaona 2000","Caballito",50,"dolares",110000,"venta","departamento",2015-08-20
"Loyola 400","Villa Crespo",55,"dolares",100000,"venta","departamento",2015-08-20
"Castañeda 2000","Belgrano",357,"dolares",2700000,"venta","departamento",2015-08-20
"Castañeda 2000","Belgrano",224,"dolares",1350000,"venta","departamento",2015-08-20
"Castañeda 2000","Belgrano",301,"dolares",2100000,"venta","departamento",2015-08-20
"Avenida Rivadavia 5100","Caballito",160,"dolares",265000,"venta","departamento",2015-08-20
"Arcos 1600","Belgrano",178,"dolares",888000,"venta","departamento",2015-08-20
"Arcos 1600","Belgrano",178,"dolares",946000,"venta","departamento",2015-08-20
"Holmerg Al 2300","Coghlan",100,"dolares",139000,"venta","departamento",2015-08-20
"Virrey Loreto 2200","Belgrano",39,"dolares",150000,"venta","departamento",2015-08-20
"Arcos 1600","Belgrano",129,"dolares",737000,"venta","departamento",2015-08-20
"Pringles 1300","Palermo Viejo - Palermo",80,"dolares",157600,"venta","departamento",2015-08-20
"Soldado De La Independencia 500","Las Cañitas",190,"dolares",1200000,"venta","departamento",2015-08-20
"Bogota 700","Caballito",71,"dolares",155000,"venta","departamento",2015-08-20
"Vidt 1600","Palermo",38,"dolares",89000,"venta","departamento",2015-08-20
"Avenida Juan B Justo 8100","Floresta",NA,"dolares",89000,"venta","departamento",2015-08-20
"Olleros 1900","Belgrano",185,"dolares",370000,"venta","departamento",2015-08-20
"Jorge Newbery 3900","Villa Crespo",58,"dolares",129000,"venta","departamento",2015-08-20
"Peña 2800","Recoleta",52,"dolares",120000,"venta","departamento",2015-08-20
"Santos Dumont 2700","Colegiales",60,"dolares",117000,"venta","departamento",2015-08-20
"Roosevelt 3100 Zapiola Y Balbin","Belgrano",NA,"dolares",186600,"venta","departamento",2015-08-20
"Esmeralda 1100","Retiro",420,"dolares",1450000,"venta","departamento",2015-08-20
"Roosevelt 3100 Zapiola Y Balbin","Belgrano",NA,"dolares",169100,"venta","departamento",2015-08-20
"Roosevelt 3100 Zapiola Y Balbin","Belgrano",NA,"dolares",210200,"venta","departamento",2015-08-20
"Roosevelt 3100 Zapiola Y Balbin","Belgrano",NA,"dolares",109000,"venta","departamento",2015-08-20
"Ciudad De La Paz 1600","Belgrano",124,"dolares",220000,"venta","departamento",2015-08-20
"Anchorena 600 6º","Barrio Norte",24,"dolares",55000,"venta","departamento",2015-08-20
"Holmberg 2400","Villa Urquiza",NA,"dolares",156310,"venta","departamento",2015-08-20
"Curapaligue Al 0 7º Piso","Caballito",68,"dolares",119000,"venta","departamento",2015-08-20
"Quevedo 3700 3º","Villa Devoto",33,"dolares",65000,"venta","departamento",2015-08-20
"Quevedo 3700 3º","Villa Devoto",76,"dolares",135000,"venta","departamento",2015-08-20
"Quevedo 3700 3º","Villa Devoto",109,"dolares",188000,"venta","departamento",2015-08-20
"Av. San Martin 2800 7º","Villa General Mitre",53,"dolares",100000,"venta","departamento",2015-08-20
"Av. Corrientes 6100 3º","Villa Crespo",45,"dolares",75000,"venta","departamento",2015-08-20
"Av. Avellaneda 300 2º","Caballito",31,"dolares",75000,"venta","departamento",2015-08-20
"11 De Septiembre 2600 12º","Nuñez",55,"dolares",150000,"venta","departamento",2015-08-20
"Rondeau 2600 3º","Parque Patricios",53,"dolares",95000,"venta","departamento",2015-08-20
"24 De Noviembre Al 0 3º","Almagro",78,"dolares",100000,"venta","departamento",2015-08-20
"Av. Triunvirato 2900 9º","Chacarita",55,"dolares",80000,"venta","departamento",2015-08-20
"Arismendi 2400 2","Villa Urquiza",42,"dolares",101400,"venta","departamento",2015-08-20
"Cramer 4600 1º","Nuñez",47,"dolares",120000,"venta","departamento",2015-08-20
"Hipolito Yrigoyen 3100 4º","Almagro",78,"dolares",120000,"venta","departamento",2015-08-20
"Venezuela 3000 2º","Almagro",77,"dolares",110000,"venta","departamento",2015-08-20
"Tucuman 1500 4º","Tribunales",28,"dolares",60000,"venta","departamento",2015-08-20
"Charcas 3200 6º","Recoleta",36,"dolares",79900,"venta","departamento",2015-08-20
"Cordoba Av. 2400","Barrio Norte",98,"dolares",175000,"venta","departamento",2015-08-20
"Joaquin V Gonzalez Al 0 6º Piso","Floresta",60,"dolares",99000,"venta","departamento",2015-08-20
"Sucre 900. Monoamb Con Patio Y Parrilla","Belgrano",51,"dolares",98000,"venta","departamento",2015-08-20
"Av Cramer 2400","Belgrano",NA,"dolares",120000,"venta","departamento",2015-08-20
"Treinta Y Tres Orientales 800 Pb","Caballito",49,"dolares",95000,"venta","departamento",2015-08-20
"Mexico 1500 1º","Centro / Microcentro",193,"dolares",315000,"venta","departamento",2015-08-20
"Cordoba 5830","Palermo",55,"dolares",148000,"venta","departamento",2015-08-20
"Cordoba 5830","Palermo",NA,"dolares",144000,"venta","departamento",2015-08-20
"Paraguay 3400 5º","Palermo",34,"dolares",94000,"venta","departamento",2015-08-20
"Diag. Julio A. Roca 600 5º","Monserrat",258,"dolares",420000,"venta","departamento",2015-08-20
"Gurruchaga 2300 1º","Palermo",82,"dolares",173000,"venta","departamento",2015-08-20
"Olleros 1900 2º","Belgrano",340,"dolares",880000,"venta","departamento",2015-08-20
"Av. Corrientes 4700 12º","Almagro",104,"dolares",180000,"venta","departamento",2015-08-20
"Av. Honorio Pueyrredon 1500 6º","Caballito",157,"dolares",265000,"venta","departamento",2015-08-20
"Av. Scalabrini Ortiz 1700 3º","Palermo",40,"dolares",94000,"venta","departamento",2015-08-20
"Av. Del Libertador 7500 11º","Nuñez",51,"dolares",129000,"venta","departamento",2015-08-20
"Lola Mora 400","Puerto Madero",51,"dolares",240000,"venta","departamento",2015-08-20
"La Pampa 700","Belgrano",44,"dolares",140800,"venta","departamento",2015-08-20
"La Pampa 700","Belgrano",269,"dolares",941500,"venta","departamento",2015-08-20
"Avenida Elcano 3500","Belgrano",62,"dolares",133000,"venta","departamento",2015-08-20
"Nuñez 2400","Nuñez",127,"dolares",241000,"venta","departamento",2015-08-20
"Humboldt 2000","Palermo Hollywood - Palermo",100,"dolares",580000,"venta","departamento",2015-08-20
"La Pampa 4400","Belgrano",43,"dolares",95000,"venta","departamento",2015-08-20
"Av. Cordoba 6000 5º","Palermo",87,"dolares",169000,"venta","departamento",2015-08-20
"Jorge Newbery 3900","Colegiales",NA,"dolares",146160,"venta","departamento",2015-08-20
"Newbery Jorge 3900 Lemos Juan Y Guevara","Chacarita",96,"dolares",219670,"venta","departamento",2015-08-20
"Jorge Newbery 3900","Colegiales",58,"dolares",138810,"venta","departamento",2015-08-20
"Belgrano R","Belgrano",NA,"pesos",2853000,"venta","departamento",2015-08-20
"Belgrano R","Belgrano",NA,"pesos",1558000,"venta","departamento",2015-08-20
"Coghlan","Coghlan",NA,"pesos",2853000,"venta","departamento",2015-08-20
"Urquiza R","Villa Urquiza",NA,"pesos",2853000,"venta","departamento",2015-08-20
"Urquiza R","Villa Urquiza",NA,"pesos",2037000,"venta","departamento",2015-08-20
"Urquiza R","Villa Urquiza",NA,"pesos",977000,"venta","departamento",2015-08-20
"Urquiza R","Villa Urquiza",NA,"pesos",1558000,"venta","departamento",2015-08-20
"San Martin 900","Centro / Microcentro",47,"dolares",77000,"venta","departamento",2015-08-20
"Manuel Trelles 2100 3º","Caballito",25,"dolares",55000,"venta","departamento",2015-08-20
"Av. Melian 4600","Saavedra",65,"dolares",130000,"venta","departamento",2015-08-20
"Av. Del Libertador 5100 1º","Belgrano",133,"dolares",395000,"venta","departamento",2015-08-20
"Av. Forest 1100","Chacarita",68,"dolares",150000,"venta","departamento",2015-08-20
"Av. Alvarez Jonte 3700 2º","Monte Castro",81,"dolares",125000,"venta","departamento",2015-08-20
"Cochabamba 1700 6º","San Cristobal",43,"dolares",65000,"venta","departamento",2015-08-20
"Ugarteche 3100 2º","Barrio Norte",34,"dolares",97000,"venta","departamento",2015-08-20
"Cramer 1300 4º","Belgrano",120,"dolares",299000,"venta","departamento",2015-08-20
"Av. Corrientes 6100 3º","Villa Crespo",45,"dolares",69000,"venta","departamento",2015-08-20
"Camargo 400","Villa Crespo",30,"dolares",75000,"venta","departamento",2015-08-20
"Humboldt 2000","Palermo",77,"dolares",460000,"venta","departamento",2015-08-20
"Holmberg 2100 1 Amb","Belgrano",NA,"dolares",83000,"venta","departamento",2015-08-20
"Holmberg 2100 Pb 3 Amb. Triplex","Villa Urquiza",NA,"dolares",259000,"venta","departamento",2015-08-20
"Holmberg 2100 Pb 2 Amb. Triplex","Belgrano",NA,"dolares",183000,"venta","departamento",2015-08-20
"Holmberg 2100 Pb Duplex Con Jardín","Villa Urquiza",NA,"dolares",283000,"venta","departamento",2015-08-20
"Holmberg 2100 Pb","Belgrano",NA,"dolares",194000,"venta","departamento",2015-08-20
"Av. Callao 1400 2º","Recoleta",185,"dolares",439000,"venta","departamento",2015-08-20
"Manuel Ugarte 1600","Nuñez",75,"dolares",179000,"venta","departamento",2015-08-20
"Av. Donato Alvarez 900 12º","Flores",84,"dolares",200000,"venta","departamento",2015-08-20
"Republica De Eslovenia 1800 5º","Belgrano",58,"dolares",154000,"venta","departamento",2015-08-20
"Scalabrini Ortiz 1100 3º","Palermo",54,"dolares",105000,"venta","departamento",2015-08-20
"Juramento 1400 6º","Belgrano",93,"dolares",198000,"venta","departamento",2015-08-20
"Av. Juan B Justo 4200 5to.","Villa Crespo",40,"dolares",78500,"venta","departamento",2015-08-20
"Virrey Cevallos 1400 4to.","San Cristobal",41,"dolares",65000,"venta","departamento",2015-08-20
"Humberto Primo 2600 5to.","Boedo",64,"dolares",129000,"venta","departamento",2015-08-20
"Hipolito Yrigoyen 1900 5º","Congreso",163,"dolares",270000,"venta","departamento",2015-08-20
"La Rioja 1200 2º","Boedo",36,"dolares",59000,"venta","departamento",2015-08-20
"Virrey Del Pino 2800","Belgrano",76,"dolares",214500,"venta","departamento",2015-08-20
"Mendoza 1800 Pb","Belgrano",125,"dolares",215000,"venta","departamento",2015-08-20
"Rocamora 4000 3º","Palermo",78,"dolares",169000,"venta","departamento",2015-08-20
"Virrey Del Pino 2800","Belgrano",90,"dolares",203500,"venta","departamento",2015-08-20
"Virrey Del Pino 2800","Belgrano",134,"dolares",185900,"venta","departamento",2015-08-20
"San Blas 2700 4º","Villa del Parque",47,"dolares",93000,"venta","departamento",2015-08-20
"San Blas 2700 6º","Villa del Parque",47,"dolares",99000,"venta","departamento",2015-08-20
"Jorge Newbery 1600 6º","Las Cañitas",148,"dolares",370000,"venta","departamento",2015-08-20
"Freire 3500 4º","Coghlan",70,"dolares",110000,"venta","departamento",2015-08-20
"Coghlan","Coghlan",NA,"pesos",2037000,"venta","departamento",2015-08-20
"Coghlan","Colegiales",NA,"pesos",1558000,"venta","departamento",2015-08-20
"Coghlan","Belgrano",NA,"pesos",977000,"venta","departamento",2015-08-20
"Av. Forest 1100 2º","Chacarita",70,"dolares",159000,"venta","departamento",2015-08-20
"Larrea 300 5º","Once",45,"dolares",69000,"venta","departamento",2015-08-20
"Gabriela Mistral 2600 7º","Villa Pueyrredón",34,"dolares",69000,"venta","departamento",2015-08-20
"3 De Febrero 3600 1º","Nuñez",214,"dolares",355000,"venta","departamento",2015-08-20
"Batalla Del Pari 1100 3º","Caballito",45,"dolares",89000,"venta","departamento",2015-08-20
"Jose Hernandez 1400 7º","Belgrano",68,"dolares",169000,"venta","departamento",2015-08-20
"Av. Monroe 3600 2º","Villa Urquiza",95,"dolares",210000,"venta","departamento",2015-08-20
"Moreno 1300 3º","Centro / Microcentro",120,"dolares",95000,"venta","departamento",2015-08-20
"Angel Pacheco 2100","Villa Urquiza",36,"dolares",80000,"venta","departamento",2015-08-20
"Venezuela 400 6º","Centro / Microcentro",42,"dolares",85000,"venta","departamento",2015-08-20
"Hipolito Yrigoyen 2700 2º","Balvanera",123,"dolares",170000,"venta","departamento",2015-08-20
"Av Cramer 2400","Belgrano",NA,"dolares",78800,"venta","departamento",2015-08-20
"Av Cramer 2400","Belgrano",NA,"dolares",136400,"venta","departamento",2015-08-20
"Soldado De La Independencia 900","Belgrano",NA,"dolares",210000,"venta","departamento",2015-08-20
"Soldado De La Independencia 900","Belgrano",NA,"dolares",170000,"venta","departamento",2015-08-20
"Av. San Juan 1900 5º","Boedo",35,"dolares",65000,"venta","departamento",2015-08-20
"Soldado De La Independencia 900","Belgrano",39,"dolares",129000,"venta","departamento",2015-08-20
"Soldado De La Independencia 900","Belgrano",39,"dolares",132000,"venta","departamento",2015-08-20
"Roosevelt 3000","Belgrano",60,"dolares",148000,"venta","departamento",2015-08-20
"Roosevelt 3000","Belgrano",38,"dolares",95000,"venta","departamento",2015-08-20
"Roosevelt 3000","Belgrano",NA,"dolares",96000,"venta","departamento",2015-08-20
"Roosevelt 3000","Belgrano",60,"dolares",145000,"venta","departamento",2015-08-20
"Roosevelt 3000","Belgrano",112,"dolares",170000,"venta","departamento",2015-08-20
"Roosevelt 3000","Belgrano",153,"dolares",260000,"venta","departamento",2015-08-20
"Roosevelt 3000","Belgrano",127,"dolares",260000,"venta","departamento",2015-08-20
"Roosevelt 3000","Belgrano",83,"dolares",210000,"venta","departamento",2015-08-20
"Roosevelt 3000","Belgrano",106,"dolares",230000,"venta","departamento",2015-08-20
"Uruguay 300 5º","Centro / Microcentro",33,"dolares",65000,"venta","departamento",2015-08-20
"Tacuari 1300 Cochabamba Y Garay Juan","Constitución",50,"dolares",93600,"venta","departamento",2015-08-20
"Tacuari 1300 Cochabamba Y Garay Juan","Constitución",50,"dolares",88880,"venta","departamento",2015-08-20
"Holmberg 2400 Monroe Av. Y Blanco Enc","Villa Urquiza",NA,"dolares",148220,"venta","departamento",2015-08-20
"Catelli Al 0","Balvanera",36,"dolares",49900,"venta","departamento",2015-08-20
"Avenida Ricardo Balbín 2400","Coghlan",40,"dolares",105000,"venta","departamento",2015-08-20
"Blanco Encalada 2800","Belgrano",55,"dolares",95000,"venta","departamento",2015-08-20
"Romulo Naon 3500","Coghlan",78,"dolares",168000,"venta","departamento",2015-08-20
"Thames 600 4º","Villa Crespo",45,"dolares",100000,"venta","departamento",2015-08-20
"Godoy Cruz 2900","Palermo",78,"dolares",239000,"venta","departamento",2015-08-20
"Freire 2400 1º","Belgrano",62,"dolares",175000,"venta","departamento",2015-08-20
"Niceto Vega 4700","Palermo",44,"dolares",114900,"venta","departamento",2015-08-20
"Echeverria 1300","Belgrano",NA,"dolares",100000,"venta","departamento",2015-08-20
"Grecia 3100 1º","Nuñez",37,"dolares",75000,"venta","departamento",2015-08-20
"Espinosa 500 1º","Caballito",54,"dolares",88900,"venta","departamento",2015-08-20
"Paraguay 2900","Recoleta",214,"dolares",410000,"venta","departamento",2015-08-20
"Santos Dumont 3500 6º","Colegiales",125,"dolares",240000,"venta","departamento",2015-08-20
"Medrano Av. 400","Almagro",91,"dolares",160000,"venta","departamento",2015-08-20
"Medrano Av. 400","Almagro",91,"dolares",180000,"venta","departamento",2015-08-20
"Avellaneda 3500 7º","Floresta",49,"dolares",69000,"venta","departamento",2015-08-20
"Avellaneda 3500","Flores",49,"dolares",69000,"venta","departamento",2015-08-20
"Finochietto Enrique Dr. 400 13º","Barracas",49,"dolares",85000,"venta","departamento",2015-08-20
"Cordoba 5830","Palermo",NA,"dolares",118500,"venta","departamento",2015-08-20
"Viel 200","Caballito",133,"dolares",260000,"venta","departamento",2015-08-20
"Av. Cordoba 5700","Palermo",40,"dolares",115000,"venta","departamento",2015-08-20
"Av. Cordoba 5700","Palermo",93,"dolares",180000,"venta","departamento",2015-08-20
"Cordoba 5700","Palermo",45,"dolares",135000,"venta","departamento",2015-08-20
"Cordoba 5700","Palermo",45,"dolares",100000,"venta","departamento",2015-08-20
"Av. Cordoba 5700","Palermo",125,"dolares",180000,"venta","departamento",2015-08-20
"Cordoba 5830","Palermo",NA,"dolares",257700,"venta","departamento",2015-08-20
"Cordoba 5830","Palermo",55,"dolares",126000,"venta","departamento",2015-08-20
"Cramer 2500 Pb","Belgrano",80,"dolares",135000,"venta","departamento",2015-08-20
"Cramer 2500 Pb","Belgrano",80,"dolares",129000,"venta","departamento",2015-08-20
"Romulo Naon 3500","Saavedra",70,"dolares",161000,"venta","departamento",2015-08-20
"Naon Romulo S. Dr. A 3500 Larralde C Y Nuñez","Belgrano",121,"dolares",244000,"venta","departamento",2015-08-20
"Naon Romulo Al 3500","Saavedra",70,"dolares",162000,"venta","departamento",2015-08-20
"Naon Romulo Al 3500","Belgrano",179,"dolares",371000,"venta","departamento",2015-08-20
"Migueletes 1100 4º","Palermo",80,"dolares",195000,"venta","departamento",2015-08-20
"Gallo 600 Torre 1 Piso 10","Palermo",78,"dolares",175000,"venta","departamento",2015-08-20
"Naon Romulo Al 3500","Saavedra",57,"dolares",130000,"venta","departamento",2015-08-20
"Sanchez De Bustamante 500 2º","Almagro",41,"dolares",109000,"venta","departamento",2015-08-20
"Soldado De La Independencia 900","Belgrano",54,"dolares",170000,"venta","departamento",2015-08-20
"Soldado De La Independencia 900","Belgrano",39,"dolares",125000,"venta","departamento",2015-08-20
"Vidal 2900 4to","Nuñez",216,"dolares",500000,"venta","departamento",2015-08-20
"Arismendi 2400 2","Villa Urquiza",42,"dolares",99120,"venta","departamento",2015-08-20
"Arismendi 2400 3","Villa Urquiza",45,"dolares",108300,"venta","departamento",2015-08-20
"Arismendi 2400 3","Villa Urquiza",43,"dolares",103800,"venta","departamento",2015-08-20
"Arismendi 2400 2º","Villa Urquiza",43,"dolares",101500,"venta","departamento",2015-08-20
"Arismendi 2400 1","Villa Urquiza",43,"dolares",99600,"venta","departamento",2015-08-20
"Vicente Lopez 1900","Recoleta",90,"dolares",200000,"venta","departamento",2015-08-20
"Urquiza 0 8º","Centro / Microcentro",123,"dolares",199000,"venta","departamento",2015-08-20
"Urquiza 0 8º","Almagro",46,"dolares",79000,"venta","departamento",2015-08-20
"Alvarez Thomas 800 1º","Chacarita",88,"dolares",159000,"venta","departamento",2015-08-20
"Urquiza 0 8º","Centro / Microcentro",77,"dolares",129000,"venta","departamento",2015-08-20
"Thames 600 9º","Palermo",50,"dolares",110000,"venta","departamento",2015-08-20
"Thames 600 8º","Villa Crespo",45,"dolares",97000,"venta","departamento",2015-08-20
"Cuba 2800","Belgrano",130,"dolares",290000,"venta","departamento",2015-08-20
"Zabala 2500","Belgrano",150,"dolares",360000,"venta","departamento",2015-08-20
"Alvear 1800","Barrio Norte",200,"dolares",760000,"venta","departamento",2015-08-20
"Freire 2400","Belgrano",53,"dolares",139900,"venta","departamento",2015-08-20
"Gelly Y Obes Gral. A 2200","Barrio Norte",500,"dolares",1400000,"venta","departamento",2015-08-20
"Marechal Leopoldo 1300","Villa Crespo",NA,"dolares",92000,"venta","departamento",2015-08-20
"Marechal Leopoldo 1300","Caballito",56,"dolares",108000,"venta","departamento",2015-08-20
"Marechal Leopoldo 1300 Araoz Y Gandhi Mah","Caballito",NA,"dolares",92000,"venta","departamento",2015-08-20
"Holmberg 2400 Monroe Av. Y Blanco Enc","Villa Urquiza",NA,"dolares",103600,"venta","departamento",2015-08-20
"Holmberg 2400","Coghlan",NA,"dolares",107500,"venta","departamento",2015-08-20
"Holmberg 2400","Villa Urquiza",NA,"dolares",156960,"venta","departamento",2015-08-20
"Marechal Leopoldo 1300 Araoz Y Gandhi Mah","Villa Crespo",50,"dolares",102500,"venta","departamento",2015-08-20
"Naon Romulo Al 3500","Belgrano",57,"dolares",128000,"venta","departamento",2015-08-20
"Rivadavia Av. 1900 Riobamba Y Ayacucho","Congreso",80,"dolares",115000,"venta","departamento",2015-08-20
"Guido Gral. 1800","Recoleta",78,"dolares",215000,"venta","departamento",2015-08-20
"Guise 1600","Palermo",67,"dolares",126000,"venta","departamento",2015-08-20
"Larralde Crisologo A 2700 Moldes Y Vidal","Saavedra",40,"dolares",89000,"venta","departamento",2015-08-20
"San Juan Av. 2200","San Cristobal",134,"dolares",129000,"venta","departamento",2015-08-20
"Olleros 1700 Migueletes Y Soldado De","Las Cañitas",200,"dolares",520000,"venta","departamento",2015-08-20
"Guise 1600","Palermo",53,"dolares",139000,"venta","departamento",2015-08-20
"Olavarria 1100 Patricios Y Hernandari","Boca",310,"dolares",175000,"venta","departamento",2015-08-20
"Olavarria 1100 Patricios Y Hernandari","Barracas",190,"dolares",175000,"venta","departamento",2015-08-20
"Ciudad De La Paz 1600","Colegiales",124,"dolares",245000,"venta","departamento",2015-08-20
"Ciudad De La Paz 2100 Mendoza Y Juramento","Belgrano",94,"dolares",199000,"venta","departamento",2015-08-20
"Lavalle 2600","Balvanera",158,"dolares",230000,"venta","departamento",2015-08-20
"Besares 2600","Saavedra",62,"dolares",135000,"venta","departamento",2015-08-20
"Olleros 1800","Belgrano",48,"dolares",128000,"venta","departamento",2015-08-20
"Ayacucho 1600","Recoleta",105,"dolares",338000,"venta","departamento",2015-08-20
"Sinclair 3200","Palermo Chico - Palermo",34,"dolares",104000,"venta","departamento",2015-08-20
"Pacheco De Melo 2400","Barrio Norte",27,"dolares",67000,"venta","departamento",2015-08-20
"Hipólito Yrigoyen 4000","Almagro",54,"dolares",87500,"venta","departamento",2015-08-20
"Uriarte 2200","Palermo",35,"dolares",79500,"venta","departamento",2015-08-20
"Sucre 3000","Belgrano",90,"dolares",170000,"venta","departamento",2015-08-20
"Paraguay 5200","Palermo",NA,"dolares",86000,"venta","departamento",2015-08-20
"Paraguay 5200","Palermo",35,"dolares",92000,"venta","departamento",2015-08-20
"Arévalo 1700","Palermo",64,"dolares",185000,"venta","departamento",2015-08-20
"Echeverria 1500","Belgrano",61,"dolares",132000,"venta","departamento",2015-08-20
"Mansilla 3000","Barrio Norte",43,"dolares",78000,"venta","departamento",2015-08-20
"Salta 300","Monserrat",86,"dolares",159000,"venta","departamento",2015-08-20
"Vidal 2100","Belgrano",103,"dolares",349000,"venta","departamento",2015-08-20
"Malvinas Argentinas 200","Caballito",77,"dolares",175000,"venta","departamento",2015-08-20
"Av. Avellaneda 3200","Flores",48,"dolares",85000,"venta","departamento",2015-08-20
"Ibera 2400 E/cabildo Y Ciudad De La Paz","Nuñez",NA,"dolares",102500,"venta","departamento",2015-08-20
"Demaría 4500","Palermo",389,"dolares",3500000,"venta","departamento",2015-08-20
