"direccion","barrio","metraje","moneda","precio","operacion","tipoPropiedad","fecha"
"Amenabar 1500","Belgrano",85,NA,NA,"venta","departamento",2015-08-20
"Jorge Newbery 3400","Palermo Hollywood - Palermo",91,NA,NA,"venta","departamento",2015-08-20
"Falcon, Ramon, Cnel Av. 2300","Flores",53,NA,NA,"venta","departamento",2015-08-20
"Falcon, Ramon, Cnel Av. 2300","Flores",68,NA,NA,"venta","departamento",2015-08-20
"Falcon, Ramon, Cnel Av. 2300","Flores",76,NA,NA,"venta","departamento",2015-08-20
"Falcon, Ramon, Cnel Av. 2300","Flores",85,NA,NA,"venta","departamento",2015-08-20
"Humboldt 2400","Palermo Hollywood - Palermo",NA,NA,NA,"venta","departamento",2015-08-20
"Concepción Arenal 2400","Palermo Hollywood - Palermo",38,NA,NA,"venta","departamento",2015-08-20
"Callao 1500","Recoleta",86,NA,NA,"venta","departamento",2015-08-20
"Jose Antonio Cabrera 4700","Palermo Soho - Palermo",NA,NA,NA,"venta","departamento",2015-08-20
"Falcon, Ramon, Cnel Av. 2300","Flores",74,NA,NA,"venta","departamento",2015-08-20
"Falcon, Ramon, Cnel Av. 2300","Flores",38,NA,NA,"venta","departamento",2015-08-20
"Falcon, Ramon, Cnel Av. 2300","Flores",57,NA,NA,"venta","departamento",2015-08-20
"Falcon, Ramon, Cnel Av. 2300","Flores",56,NA,NA,"venta","departamento",2015-08-20
"Pedro De Mendoza 300","Boca",46,NA,NA,"venta","departamento",2015-08-20
"Fitz Roy 2400","Palermo Hollywood - Palermo",30,NA,NA,"venta","departamento",2015-08-20
"Murillo 900","Villa Crespo",36,NA,NA,"venta","departamento",2015-08-20
"Rio De Janeiro 600","Caballito",84,NA,NA,"venta","departamento",2015-08-20
"Avenida Independencia 3100","Boedo",72,NA,NA,"venta","departamento",2015-08-20
"Boulevard Azucena Villaflor 500","Puerto Madero",82,NA,NA,"venta","departamento",2015-08-20
"Tucumán 2224 E/ Pueyrredón Y Rivadavia","Abasto",147,NA,NA,"venta","departamento",2015-08-20
"Santa Fe Av 2800","Barrio Norte",NA,NA,NA,"venta","departamento",2015-08-20
"Mansilla Lucio N. Gral. 2400","Barrio Norte",51,NA,NA,"venta","departamento",2015-08-20
"Goyena, Pedro, Avda. 500","Caballito",87,NA,NA,"venta","departamento",2015-08-20
"Goyena, Pedro, Avda. 500","Caballito",138,NA,NA,"venta","departamento",2015-08-20
"Neuquen 1400","Caballito",28,NA,NA,"venta","departamento",2015-08-20
"Zuviria 100","Parque Chacabuco",150,NA,NA,"venta","departamento",2015-08-20
"Ramon Freire 2400","Belgrano",118,NA,NA,"venta","departamento",2015-08-20
"General Manuel Savio 500","Las Cañitas",45,NA,NA,"venta","departamento",2015-08-20
"Capdevila 3200","Villa Urquiza",82,NA,NA,"venta","departamento",2015-08-20
"Echeverria 3600","Belgrano",57,NA,NA,"venta","departamento",2015-08-20
"Uriburu Jose E. Pres. 500","Balvanera",NA,NA,NA,"venta","departamento",2015-08-20
"Av. Del Libertador 7700","Nuñez",38,NA,NA,"venta","departamento",2015-08-20
"Ramon Freire 2400","Belgrano",98,NA,NA,"venta","departamento",2015-08-20
"Av. Santa Fe 5300","Palermo Hollywood - Palermo",52,NA,NA,"venta","departamento",2015-08-20
"Av. Santa Fe 5300","Palermo Hollywood - Palermo",79,NA,NA,"venta","departamento",2015-08-20
"Juana Manso 500","Puerto Madero",150,NA,NA,"venta","departamento",2015-08-20
"Aime Paine 1300","Puerto Madero",200,NA,NA,"venta","departamento",2015-08-20
"Juana Manso 1100","Puerto Madero",200,NA,NA,"venta","departamento",2015-08-20
"Diaz Velez Av. 4900","Parque Centenario",85,NA,NA,"venta","departamento",2015-08-20
"Diaz Velez Av. 4900","Parque Centenario",NA,NA,NA,"venta","departamento",2015-08-20
"Av. Santa Fe 5300","Palermo Hollywood - Palermo",48,NA,NA,"venta","departamento",2015-08-20
"Gallardo Angel Av. 500","Villa Crespo",NA,NA,NA,"venta","departamento",2015-08-20
"Condarco 3000","Villa del Parque",192,NA,NA,"venta","departamento",2015-08-20
"Condarco 3000","Villa del Parque",94,NA,NA,"venta","departamento",2015-08-20
"Condarco 3000","Villa del Parque",98,NA,NA,"venta","departamento",2015-08-20
"Araoz 2100","Palermo Viejo - Palermo",38,NA,NA,"venta","departamento",2015-08-20
"Av. Santa Fe 5300","Palermo Hollywood - Palermo",82,NA,NA,"venta","departamento",2015-08-20
"Avenida Santa Fe 3900","Palermo",220,NA,NA,"venta","departamento",2015-08-20
"11 De Septiembre 1900","Belgrano",280,NA,NA,"venta","departamento",2015-08-20
"Migueletes 2000","Belgrano",85,NA,NA,"venta","departamento",2015-08-20
"Av. Congreso 1500","Nuñez",45,NA,NA,"venta","departamento",2015-08-20
"11 De Septiembre 1600","Belgrano",190,NA,NA,"venta","departamento",2015-08-20
"S De Bustamante 1100","Barrio Norte",39,NA,NA,"venta","departamento",2015-08-20
"Marmol, Jose 600","Almagro",74,NA,NA,"venta","departamento",2015-08-20
"Marmol, Jose 600","Almagro",111,NA,NA,"venta","departamento",2015-08-20
"Amenabar 2400","Belgrano",48,NA,NA,"venta","departamento",2015-08-20
"Juramento 2700","Belgrano",50,NA,NA,"venta","departamento",2015-08-20
"Charcas 2500","Palermo",176,NA,NA,"venta","departamento",2015-08-20
"Avenida Gaona 4700","Floresta",52,NA,NA,"venta","departamento",2015-08-20
"Pacheco De Melo 2000","Barrio Norte",120,NA,NA,"venta","departamento",2015-08-20
"Arenales 3800","Palermo",232,NA,NA,"venta","departamento",2015-08-20
"Avenida Del Libertador 400","Barrio Norte",313,NA,NA,"venta","departamento",2015-08-20
"Thames 2300","Palermo",68,NA,NA,"venta","departamento",2015-08-20
"Thames 2300","Palermo",39,NA,NA,"venta","departamento",2015-08-20
"Castex 3300","Palermo Chico - Palermo",NA,NA,NA,"venta","departamento",2015-08-20
"Juncal 2000","Recoleta",177,NA,NA,"venta","departamento",2015-08-20
"Pacheco De Melo 2900","Barrio Norte",54,NA,NA,"venta","departamento",2015-08-20
"Arenales 1800","Recoleta",320,NA,NA,"venta","departamento",2015-08-20
"Av. Santa Fe 5300","Palermo Hollywood - Palermo",87,NA,NA,"venta","departamento",2015-08-20
"Av. Santa Fé 3300","Palermo",144,NA,NA,"venta","departamento",2015-08-20
"Albariño 400","Villa Luro",NA,NA,NA,"venta","departamento",2015-08-20
"Del Libertador Av 5600","Belgrano",123,NA,NA,"venta","departamento",2015-08-20
"Entre Rios 1200","San Cristobal",34,NA,NA,"venta","departamento",2015-08-20
"Castro 900","Boedo",71,NA,NA,"venta","departamento",2015-08-20
"Av San Juan 4200","Boedo",72,NA,NA,"venta","departamento",2015-08-20
"Av Regimiento De Patricios 200","Boca",48,NA,NA,"venta","departamento",2015-08-20
"Gurruchaga 2400","Palermo Chico - Palermo",50,NA,NA,"venta","departamento",2015-08-20
"Yerbal 2100","Flores",63,NA,NA,"venta","departamento",2015-08-20
"Catamarca 1000","San Cristobal",40,NA,NA,"venta","departamento",2015-08-20
"Castro 1100","Boedo",37,NA,NA,"venta","departamento",2015-08-20
"Independencia Av. 4000","Almagro",66,NA,NA,"venta","departamento",2015-08-20
"Independencia Av. 4000","Almagro",42,NA,NA,"venta","departamento",2015-08-20
"Independencia Av. 4000","Caballito",34,NA,NA,"venta","departamento",2015-08-20
"Soler 4400","Palermo",79,NA,NA,"venta","departamento",2015-08-20
"Serrano 300","Villa Crespo",63,NA,NA,"venta","departamento",2015-08-20
"Nahuel Huapi 4800","Villa Urquiza",41,NA,NA,"venta","departamento",2015-08-20
"Julieta Lanteri 1200","Puerto Madero",285,NA,NA,"venta","departamento",2015-08-20
"Av Jose Maria Moreno 800","Caballito",76,NA,NA,"venta","departamento",2015-08-20
"Martha Lynch 500","Puerto Madero",NA,NA,NA,"venta","departamento",2015-08-20
"Av. Montes De Oca 900","Barracas",NA,NA,NA,"venta","departamento",2015-08-20
"Fray Cayetano Rodríguez 800","Flores",120,NA,NA,"venta","departamento",2015-08-20
"Castro Barros 400","Boedo",88,NA,NA,"venta","departamento",2015-08-20
"Habana 4400","Villa Devoto",202,NA,NA,"venta","departamento",2015-08-20
"Varela, Jose Pedro 4500","Villa Devoto",37,NA,NA,"venta","departamento",2015-08-20
"Montes De Oca, Av. 1400","Barracas",65,NA,NA,"venta","departamento",2015-08-20
"Av. Montes De Oca 1700","Barracas",87,NA,NA,"venta","departamento",2015-08-20
"Av. Rivadavia 10000","Villa Luro",NA,NA,NA,"venta","departamento",2015-08-20
"Sinclair 3200","Palermo",220,NA,NA,"venta","departamento",2015-08-20
"Colombres 1000","Boedo",42,"dolares",NA,"venta","departamento",2015-08-20
"Marta Lynch 400","Puerto Madero",208,"dolares",NA,"venta","departamento",2015-08-20
"Adolfo Alsina 2500","Balvanera",25,"dolares",NA,"venta","departamento",2015-08-20
"Billinghurst 1100","Barrio Norte",158,"dolares",NA,"venta","departamento",2015-08-20
"Carlos Calvo 1700","Congreso",69,"dolares",NA,"venta","departamento",2015-08-20
"Lacroze Federico Av. 3900","Colegiales",43,"dolares",NA,"venta","departamento",2015-08-20
"Lacroze Federico Av. 3900","Colegiales",51,"dolares",NA,"venta","departamento",2015-08-20
"Lacroze Federico Av. 3900","Colegiales",39,"dolares",NA,"venta","departamento",2015-08-20
"Libertad 1300","Barrio Norte",436,"dolares",NA,"venta","departamento",2015-08-20
"Pedernera 0","Flores",42,"dolares",NA,"venta","departamento",2015-08-20
"Pedernera 0","Flores",36,"dolares",NA,"venta","departamento",2015-08-20
"Pedernera 0","Flores",36,"dolares",90000,"venta","departamento",2015-08-20
"Pedernera 0","Flores",36,"dolares",91000,"venta","departamento",2015-08-20
"Pedernera 0","Flores",42,"pesos",77500,"venta","departamento",2015-08-20
"Pedernera 0","Flores",42,"dolares",75500,"venta","departamento",2015-08-20
"Pedernera 0","Flores",36,"dolares",88500,"venta","departamento",2015-08-20
"Pedernera 0","Flores",36,"dolares",89500,"venta","departamento",2015-08-20
"Pedernera 0","Flores",42,"pesos",76500,"venta","departamento",2015-08-20
"Pedernera 0","Flores",42,"dolares",74500,"venta","departamento",2015-08-20
"Pedernera 0","Flores",36,"dolares",87000,"venta","departamento",2015-08-20
"Pedernera 0","Flores",36,"dolares",88000,"venta","departamento",2015-08-20
"Pedernera 0","Flores",42,"pesos",75500,"venta","departamento",2015-08-20
"Pedernera 0","Flores",42,"dolares",73500,"venta","departamento",2015-08-20
"Pedernera 0","Flores",36,"dolares",85500,"venta","departamento",2015-08-20
"Pedernera 0","Flores",36,"dolares",72500,"venta","departamento",2015-08-20
"Pedernera 0","Flores",36,"dolares",84000,"venta","departamento",2015-08-20
"Sánchez De Bustamante 300","Almagro",42,"dolares",91000,"venta","departamento",2015-08-20
"Directorio Av. 0","Caballito",92,"dolares",195000,"venta","departamento",2015-08-20
"Las Casas 0","Boedo",NA,"dolares",90000,"venta","departamento",2015-08-20
"Arroyo 800","Retiro",142,"dolares",470000,"venta","departamento",2015-08-20
"Doblas 900","Caballito",45,"dolares",89985,"venta","departamento",2015-08-20
"Adolfo Alsina 1500","Congreso",24,"dolares",46900,"venta","departamento",2015-08-20
"Matheu 1000","San Cristobal",38,"dolares",65000,"venta","departamento",2015-08-20
"Argerich al 3000","Villa del Parque",77,"dolares",115000,"venta","departamento",2015-08-20
"Cabildo, Av. 1600","Belgrano",61,"dolares",119000,"venta","departamento",2015-08-20
"Rio De Janeiro 700","Villa Crespo",35,"dolares",86000,"venta","departamento",2015-08-20
"Junín 1300","Barrio Norte",NA,"dolares",330000,"venta","departamento",2015-08-20
"Newton 2500","Palermo",NA,"dolares",1700000,"venta","departamento",2015-08-20
"Amenabar 2800","Belgrano",87,"dolares",175000,"venta","departamento",2015-08-20
"Pedernera 0","Flores",42,"dolares",71500,"venta","departamento",2015-08-20
"Pedernera 0","Flores",36,"dolares",82500,"venta","departamento",2015-08-20
"Pedernera 0","Flores",36,"dolares",97500,"venta","departamento",2015-08-20
"Pedernera 0","Flores",42,"dolares",79000,"venta","departamento",2015-08-20
"Pedernera 0","Flores",36,"dolares",98500,"venta","departamento",2015-08-20
"Lezica 4200","Almagro",50,"dolares",99000,"venta","departamento",2015-08-20
"Hipolito Yrigoyen 1700","Congreso",129,"dolares",185000,"venta","departamento",2015-08-20
"Ayacucho 500","Balvanera",42,"dolares",120000,"venta","departamento",2015-08-20
"General Gelly Y Obes 2200","Recoleta",415,"dolares",1200000,"venta","departamento",2015-08-20
"Mexico 2900","San Cristobal",45,"dolares",57000,"venta","departamento",2015-08-20
"San Nicolás 400","Flores",120,"dolares",240000,"venta","departamento",2015-08-20
"San Nicolás 400","Flores",81,"dolares",160000,"venta","departamento",2015-08-20
"Adolfo Alsina 2200","Congreso",90,"dolares",98000,"venta","departamento",2015-08-20
"Araóz 2900","Palermo",42,"dolares",95000,"venta","departamento",2015-08-20
"Moreno 2200","Balvanera",53,"dolares",118000,"venta","departamento",2015-08-20
"Charlone 900","Colegiales",67,"dolares",128000,"venta","departamento",2015-08-20
"Hipolito Yrigoyen 2000","Congreso",140,"dolares",240000,"venta","departamento",2015-08-20
"Av. Montes De Oca 500","Barracas",85,"dolares",320000,"venta","departamento",2015-08-20
"Pereyra Lucena 2500","Barrio Norte",42,"dolares",120000,"venta","departamento",2015-08-20
"Maure 2400","Colegiales",21,"dolares",55000,"venta","departamento",2015-08-20
"Curapaligue Av. 400","Caballito",33,"dolares",84000,"venta","departamento",2015-08-20
"Ayacucho 1600","Recoleta",34,"dolares",65000,"venta","departamento",2015-08-20
"Curapaligue Av. 400","Caballito",35,"dolares",84000,"venta","departamento",2015-08-20
"Bulnes 700","Almagro",106,"dolares",240000,"venta","departamento",2015-08-20
"Avenida Rivadavia 4200","Almagro",110,"dolares",249000,"venta","departamento",2015-08-20
"Avenida Callao 1800","Recoleta",282,"dolares",1000000,"venta","departamento",2015-08-20
"Santiago De Las Carreras 100","Floresta",48,"dolares",95000,"venta","departamento",2015-08-20
"Larrea 800","Barrio Norte",NA,"dolares",156000,"venta","departamento",2015-08-20
"Goyena, Pedro, Avda. 200","Caballito",54,"dolares",107000,"venta","departamento",2015-08-20
"Mosconi, Av. 3300","Villa Devoto",40,"dolares",69800,"venta","departamento",2015-08-20
"Gurruchaga 2200","Palermo",60,"dolares",140000,"venta","departamento",2015-08-20
"Olazabal 5300","Villa Urquiza",82,"dolares",170000,"venta","departamento",2015-08-20
"Santa Fe Avenida 2600","Barrio Norte",50,"dolares",110000,"venta","departamento",2015-08-20
"José Cubas 4400","Villa Devoto",280,"dolares",510000,"venta","departamento",2015-08-20
"Sanchez De Loria 1900","Parque Patricios",48,"dolares",67000,"venta","departamento",2015-08-20
"Directorio Av. 900","Caballito",50,"dolares",136000,"venta","departamento",2015-08-20
"Miller 2500","Villa Urquiza",137,"dolares",225000,"venta","departamento",2015-08-20
"Miller 2500","Villa Urquiza",39,"dolares",94400,"venta","departamento",2015-08-20
"Quito 4300","Almagro",75,"dolares",120000,"venta","departamento",2015-08-20
"Av Nazca 2700","Villa del Parque",60,"dolares",115000,"venta","departamento",2015-08-20
"Gorriti 4800","Palermo Hollywood - Palermo",56,"dolares",139900,"venta","departamento",2015-08-20
"Valle 700","Caballito",108,"dolares",325000,"venta","departamento",2015-08-20
"Corrientes 6100","Villa Crespo",41,"dolares",79000,"venta","departamento",2015-08-20
"Corrientes 6100","Villa Crespo",43,"dolares",79500,"venta","departamento",2015-08-20
"Tacuarí 200","Centro / Microcentro",52,"dolares",95000,"venta","departamento",2015-08-20
"Honduras 5500","Palermo Hollywood - Palermo",74,"dolares",120000,"venta","departamento",2015-08-20
"Rivera Indarte 200","Flores",122,"dolares",139900,"venta","departamento",2015-08-20
"La Rioja 200","Balvanera",54,"dolares",119000,"venta","departamento",2015-08-20
"Rosario 500","Caballito",NA,"dolares",120000,"venta","departamento",2015-08-20
"Lynch 400","Puerto Madero",350,"dolares",2300000,"venta","departamento",2015-08-20
"Avenida Rivadavia 5900","Caballito",42,"dolares",89000,"venta","departamento",2015-08-20
"Del Libertador Av. 200","Retiro",NA,"dolares",220000,"venta","departamento",2015-08-20
"Tacuari 1100","San Telmo",110,"dolares",125000,"venta","departamento",2015-08-20
"Pasaje San Lorenzo 300","San Telmo",238,"dolares",320000,"venta","departamento",2015-08-20
"Montes De Oca 1600","Barracas",63,"dolares",150000,"venta","departamento",2015-08-20
"Hipolito Yrigoyen 1500","Centro / Microcentro",45,"dolares",92000,"venta","departamento",2015-08-20
"Arenales 3000","Barrio Norte",98,"dolares",250000,"venta","departamento",2015-08-20
"Avenida San Juan 2900","San Cristobal",57,"dolares",100000,"venta","departamento",2015-08-20
"Mario Bravo 200","Almagro",37,"dolares",78000,"venta","departamento",2015-08-20
"Manuel José Baez 400","Belgrano",55,"dolares",150000,"venta","departamento",2015-08-20
"Billinghurst 1000","Congreso",51,"dolares",120000,"venta","departamento",2015-08-20
"Gallo 1100","Recoleta",137,"dolares",350000,"venta","departamento",2015-08-20
"Vallejos 3300","Villa Devoto",96,"dolares",217500,"venta","departamento",2015-08-20
"Lopez, Carlos Antonio 3300","Villa Devoto",40,"dolares",83000,"venta","departamento",2015-08-20
"Juez Tedín 2700","Palermo Chico - Palermo",295,"dolares",980000,"venta","departamento",2015-08-20
"Curapaligue Av. 400","Caballito",33,"dolares",73000,"venta","departamento",2015-08-20
"Curapaligue Av. 400","Caballito",33,"dolares",84500,"venta","departamento",2015-08-20
"Curapaligue Av. 400","Caballito",58,"dolares",130000,"venta","departamento",2015-08-20
"Curapaligue Av. 400","Caballito",58,"dolares",131000,"venta","departamento",2015-08-20
"Curapaligue Av. 400","Caballito",58,"dolares",132000,"venta","departamento",2015-08-20
"Granaderos 700","Flores",37,"dolares",70000,"venta","departamento",2015-08-20
"Demaria 4600","Palermo",42,"dolares",145000,"venta","departamento",2015-08-20
"Maipu 200","San Nicolás",NA,"dolares",18000000,"venta","departamento",2015-08-20
"Beiro, Francisco, Avda. 3600","Villa Devoto",77,"dolares",185760,"venta","departamento",2015-08-20
"Beiro, Francisco, Avda. 3600","Villa Devoto",78,"dolares",186720,"venta","departamento",2015-08-20
"Beiro, Francisco, Avda. 3600","Villa Devoto",50,"dolares",120480,"venta","departamento",2015-08-20
"Beiro, Francisco, Avda. 3600","Villa Devoto",43,"dolares",102240,"venta","departamento",2015-08-20
"Beiro, Francisco, Avda. 3600","Villa Devoto",56,"dolares",133920,"venta","departamento",2015-08-20
"Alvarez Jonte 5400","Villa Luro",71,"dolares",90000,"venta","departamento",2015-08-20
"Amenabar 1700","Belgrano",50,"dolares",130000,"venta","departamento",2015-08-20
"Peña 2100","Recoleta",47,"dolares",94000,"venta","departamento",2015-08-20
"Marcelo T De Alvear 2400","Barrio Norte",70,"dolares",140000,"venta","departamento",2015-08-20
"Cochabamba 700","San Telmo",37,"dolares",51000,"venta","departamento",2015-08-20
"Paraguay 2500","Barrio Norte",264,"dolares",285000,"venta","departamento",2015-08-20
"Humboldt 600","Villa Crespo",36,"dolares",73000,"venta","departamento",2015-08-20
"Pino Virrey Del 2400","Belgrano",70,"dolares",210000,"venta","departamento",2015-08-20
"Gallo 1400","Barrio Norte",96,"dolares",210000,"venta","departamento",2015-08-20
"Mendoza 5700","Villa Urquiza",45,"dolares",105000,"venta","departamento",2015-08-20
"Rivadavia 800","San Nicolás",NA,"dolares",98000,"venta","departamento",2015-08-20
"Sanchez De Bustamante 1800","Recoleta",147,"dolares",360000,"venta","departamento",2015-08-20
"General Eustaquio Frías 400","Almagro",96,"dolares",150000,"venta","departamento",2015-08-20
"Santa Maria De Oro 2200","Palermo",23,"dolares",54000,"venta","departamento",2015-08-20
"La Plata, Avda. 2300","Parque Chacabuco",49,"dolares",76000,"venta","departamento",2015-08-20
"Julian Alvarez 500","Villa Crespo",50,"dolares",110000,"venta","departamento",2015-08-20
"Cerrito 1200","Barrio Norte",136,"dolares",435000,"venta","departamento",2015-08-20
"Cabral, Sargento 800","Retiro",85,"dolares",209000,"venta","departamento",2015-08-20
"Pacheco De Melo, Jose 1800","Recoleta",37,"dolares",110000,"venta","departamento",2015-08-20
"Nuñez 2500","Nuñez",95,"dolares",220000,"venta","departamento",2015-08-20
"Corrientes Av. 4900","Villa Crespo",51,"dolares",129000,"venta","departamento",2015-08-20
"Ramos Mejia 600","Parque Centenario",39,"dolares",84000,"venta","departamento",2015-08-20
"Corrientes Av. 4900","Villa Crespo",47,"dolares",104000,"venta","departamento",2015-08-20
"Ramos Mejia 600","Parque Centenario",39,"dolares",114000,"venta","departamento",2015-08-20
"Alvarez Julian Dr. 2200","Palermo",66,"dolares",200000,"venta","departamento",2015-08-20
"Pueyrredon Honorio D 1000","Caballito",34,"dolares",68000,"venta","departamento",2015-08-20
"Bulnes 700","Almagro",69,"dolares",155000,"venta","departamento",2015-08-20
"Urquiza Gral. 100","Once",83,"dolares",103500,"venta","departamento",2015-08-20
"Directorio Av. 3300","Flores",54,"dolares",83700,"venta","departamento",2015-08-20
"Morelos 700","Caballito",46,"dolares",79500,"venta","departamento",2015-08-20
"Alvarez Julian Dr. 2200","Palermo",39,"dolares",111000,"venta","departamento",2015-08-20
"Martinez Rosas 1000","Villa Crespo",69,"dolares",105000,"venta","departamento",2015-08-20
"Gallardo Angel Av. 1000","Caballito",33,"dolares",70000,"venta","departamento",2015-08-20
"Villarroel 1100","Villa Crespo",39,"dolares",78000,"venta","departamento",2015-08-20
"Hidalgo 700","Almagro",35,"dolares",70000,"venta","departamento",2015-08-20
"A. San Juan 4200","Boedo",58,"pesos",1355400,"venta","departamento",2015-08-20
"Antezana 0","Villa Crespo",34,"dolares",62000,"venta","departamento",2015-08-20
"Billinghurst 900","Palermo",41,"dolares",95000,"venta","departamento",2015-08-20
"Rivadavia Av. 6600","Flores",113,"dolares",192000,"venta","departamento",2015-08-20
"Ramos Mejia 600","Parque Centenario",39,"dolares",128000,"venta","departamento",2015-08-20
"Ramos Mejia 600","Parque Centenario",39,"dolares",89000,"venta","departamento",2015-08-20
"Sanchez De Bustamant 1100","Barrio Norte",50,"dolares",105000,"venta","departamento",2015-08-20
"Gurruchaga 600","Villa Crespo",75,"dolares",135000,"venta","departamento",2015-08-20
"Gurruchaga 400","Villa Crespo",38,"dolares",94500,"venta","departamento",2015-08-20
"Rivadavia Av. 6600","Flores",106,"dolares",190000,"venta","departamento",2015-08-20
"Defensa 900","Barracas",24,"pesos",60000,"venta","departamento",2015-08-20
"Lafinur 3300","Palermo",NA,"dolares",345000,"venta","departamento",2015-08-20
"Ecuador 200","Once",42,"dolares",85000,"venta","departamento",2015-08-20
"Salguero Jeronimo 200","Almagro",37,"dolares",78000,"venta","departamento",2015-08-20
"Av. Belgrano 3300","Almagro",NA,"dolares",75000,"venta","departamento",2015-08-20
"Donado 2600","Villa Urquiza",40,"dolares",74000,"venta","departamento",2015-08-20
"Maipu 800","Retiro",38,"dolares",79900,"venta","departamento",2015-08-20
"Vera 900","Villa Crespo",33,"dolares",69901,"venta","departamento",2015-08-20
"Balcarce 1300","San Telmo",68,"dolares",95000,"venta","departamento",2015-08-20
"Pueyrredon, Av. 600","Once",30,"dolares",76000,"venta","departamento",2015-08-20
"Cordoba, Avda. 2700","Abasto",38,"dolares",95000,"venta","departamento",2015-08-20
"Cordoba, Avda. 2700","Abasto",40,"dolares",100000,"venta","departamento",2015-08-20
"Pareja 3400","Villa Devoto",80,"dolares",135000,"venta","departamento",2015-08-20
"Del Libertador Av. 700","Recoleta",25,"dolares",77000,"venta","departamento",2015-08-20
"Jose Hernandez Y Cabildo 2400","Belgrano",57,"dolares",160000,"venta","departamento",2015-08-20
"Hualfin 1000","Caballito",154,"dolares",450000,"venta","departamento",2015-08-20
"Av Juan B. Justo 4200","Paternal",33,"dolares",59500,"venta","departamento",2015-08-20
"Figueroa Alcorta, Av. 3200","Palermo Chico - Palermo",326,"dolares",1180000,"venta","departamento",2015-08-20
"Defensa 1800","Barracas",33,"dolares",62000,"venta","departamento",2015-08-20
"Serrano 200","Villa Crespo",47,"dolares",140000,"venta","departamento",2015-08-20
"Av. Libertador 1700","Palermo",260,"dolares",570000,"venta","departamento",2015-08-20
"Amenabar 3800","Nuñez",70,"dolares",185000,"venta","departamento",2015-08-20
"Beruti 4600","Palermo",NA,"dolares",405000,"venta","departamento",2015-08-20
"Artilleros 1800","Belgrano",NA,"dolares",520000,"venta","departamento",2015-08-20
"Araoz 900","Palermo Viejo - Palermo",50,"dolares",92000,"venta","departamento",2015-08-20
"Dorrego, Av. 1800","Palermo Hollywood - Palermo",NA,"dolares",95000,"venta","departamento",2015-08-20
"Gorriti 6000","Palermo",NA,"dolares",95000,"venta","departamento",2015-08-20
"Guayaquil 100","Caballito",1,"dolares",146000,"venta","departamento",2015-08-20
"Guayaquil 100","Caballito",1,"dolares",115000,"venta","departamento",2015-08-20
"Thames 500","Villa Crespo",70,"dolares",160000,"venta","departamento",2015-08-20
"Thames 500","Villa Crespo",54,"dolares",95000,"venta","departamento",2015-08-20
"Thames 500","Villa Crespo",36,"dolares",75000,"venta","departamento",2015-08-20
"Vilela 3200","Saavedra",50,"dolares",100000,"venta","departamento",2015-08-20
"Belgrano 3200","Almagro",127,"dolares",220000,"venta","departamento",2015-08-20
"Curapaligue Av. 0","Caballito",NA,"dolares",120000,"venta","departamento",2015-08-20
"Riobamba 0","Balvanera",NA,"dolares",65000,"venta","departamento",2015-08-20
"Viel 400","Caballito",115,"dolares",348250,"venta","departamento",2015-08-20
"Viel 400","Caballito",115,"dolares",351250,"venta","departamento",2015-08-20
"Viel 400","Caballito",115,"dolares",342250,"venta","departamento",2015-08-20
"Viel 400","Caballito",115,"dolares",345250,"venta","departamento",2015-08-20
"Viel 400","Caballito",115,"dolares",339250,"venta","departamento",2015-08-20
"Viel 400","Caballito",115,"dolares",350250,"venta","departamento",2015-08-20
"Viel 400","Caballito",115,"dolares",336250,"venta","departamento",2015-08-20
"San Luis 2500","Once",80,"dolares",145000,"venta","departamento",2015-08-20
"Guemes 4100","Palermo",84,"dolares",290000,"venta","departamento",2015-08-20
"Puan 200","Caballito",120,"dolares",175000,"venta","departamento",2015-08-20
"Directorio Av. 1000","Caballito",70,"dolares",135000,"venta","departamento",2015-08-20
"Rodriguez Peãa 1700","Colegiales",39,"dolares",187300,"venta","departamento",2015-08-20
"Garay, Juan De, Avda. 1200","Constitución",80,"dolares",80000,"venta","departamento",2015-08-20
"Marcelo T De Alvear 1300","Recoleta",229,"dolares",440000,"venta","departamento",2015-08-20
"Gurruchaga 400","Villa Crespo",93,"dolares",170000,"venta","departamento",2015-08-20
"Gomez, Valentin 3400","Once",27,"dolares",59000,"venta","departamento",2015-08-20
"Humberto Primo 900","San Telmo",33,"dolares",66000,"venta","departamento",2015-08-20
"San Jose 900","Monserrat",61,"dolares",98000,"venta","departamento",2015-08-20
"Uruguay 800","Barrio Norte",31,"dolares",79000,"venta","departamento",2015-08-20
"Humberto 1 1200","Constitución",44,"dolares",70000,"venta","departamento",2015-08-20
"Esmeralda 900","Centro / Microcentro",23,"dolares",47000,"venta","departamento",2015-08-20
"Angel Pacheco 2100","Villa Urquiza",36,"dolares",72000,"venta","departamento",2015-08-20
"Alberti 1700","San Cristobal",67,"dolares",110000,"venta","departamento",2015-08-20
"Alvarez Julian Dr. 1400","Palermo",60,"dolares",150000,"venta","departamento",2015-08-20
"Av. Cordoba 3400","Palermo",23,"dolares",65000,"venta","departamento",2015-08-20
"Mitre Bartolome 2200","Once",40,"dolares",78000,"venta","departamento",2015-08-20
"Roca Julio A. Pres. Av. 700","San Nicolás",NA,"dolares",104400,"venta","departamento",2015-08-20
"Avenida Independencia 2700","San Cristobal",52,"dolares",85000,"venta","departamento",2015-08-20
